 	non	ho	cosa	a	fare	</S>
e	0.9933058	0.0060707373	0.000538185315	7.7635732e-05	4.61121325e-06	3.04654235e-06
n	0.7665751	0.2303700601	0.002918117805	0.000132966882	1.85971248333e-06	1.931035958e-06
è	0.434858966667	0.5102825867	0.0347508827683	0.0200320709773	1.38183772778e-06	7.4120443294e-05
c	0.249162984222	0.4373306089	0.139942160923	0.172524810326	0.000385309470243	0.000654127384431
h	0.130716070074	0.298839769633	0.312090820308	0.253110200109	0.00410387745675	0.00113927349481
o	0.0724137700247	0.260309103211	0.373170940103	0.286144186703	0.00501945768558	0.00294254946494
t	0.0452327993416	0.412435694404	0.273402573368	0.260719712234	0.00327160809519	0.00493757742165
i	0.0465559624472	0.426956984801	0.216348974456	0.281316470745	0.00446145916506	0.0243600931406
k	0.0480221841491	0.186747566934	0.186600414819	0.327015183582	0.204829868188	0.0467847250469
à	0.037605511383	0.090010286978	0.125201228273	0.211377691194	0.309689836063	0.226115399016
i	0.036934610461	0.0566168396593	0.086435266091	0.154611597065	0.169378500354	0.496023179672
</S>	0.0375807552305	0.0483648668297	0.0721881830455	0.128036543532	0.124057212677	0.589772439836
