 	non	ho	cosa	a	fare	</S>
e	0.92768899	0.057537665	0.003049540925	0.00068889548	0.0009802205625	0.0100546621355
n	0.722350133333	0.256700501667	0.0163381215083	0.00086686716	0.000383454869167	0.00336091911317
è	0.353373805111	0.624288033889	0.0201855791694	0.000785251976667	0.000218151916389	0.00114918491206
c	0.145481453037	0.773188511296	0.0287109717231	0.00598697191556	0.0160193301921	0.0306127458674
h	0.0691468918457	0.554546277099	0.0982745405744	0.00895910507185	0.0229803733974	0.246092771956
o	0.0232804491211	0.2467938827	0.409621963525	0.0161688494573	0.00978568239913	0.294349122985
t	0.00776074923423	0.0905184819	0.742030524508	0.0494764624858	0.00398858109971	0.106225180995
i	0.00258732808833	0.0329718586233	0.604514034836	0.278399490829	0.00450729673324	0.0770200213317
k	0.000871460008401	0.0114834978978	0.270771012945	0.440754930276	0.126442849578	0.149676260444
à	0.000299579431707	0.00443646279927	0.101634225648	0.315526543425	0.414903199859	0.163199973481
i	9.99391567007e-05	0.0016438347953	0.0373311528827	0.203655607808	0.395240896953	0.362028577827
</S>	4.9969689188e-05	0.000822169490965	0.0197494079414	0.174030893904	0.207059343976	0.598288238914
