 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.8067224	0.18007812	0.0123290345	0.00033183224	0.00042729444	6.224107e-05	4.0656782e-06	4.5002544e-05
g	0.055305205	0.7758906	0.15800998	0.0061435793	0.0037154749	0.0004989803	9.726428e-05	0.0003388957
r	0.046727777	0.079513654	0.7878582	0.08111576	0.0025258244	7.54198e-05	0.00181527	0.00036809384
a	0.03712594	0.0788178	0.8715404	0.011416047	0.0010085239	8.849713e-05	8.8152956e-07	1.8575932e-06
t	0.0069567175	0.22807588	0.64675725	0.053163465	0.05644986	0.004198007	4.753604e-05	0.0043512858
s	0.17062388	0.018098015	0.6202079	0.1645305	0.026118573	0.00028859923	3.1887008e-05	0.00010064432
a	0.008662582	0.008181913	0.9593659	0.022955518	0.00074242114	8.937958e-05	1.993688e-06	4.636827e-07
è	0.0008192537	0.015268796	0.4413248	0.2850447	0.2351112	0.015094431	8.85699e-05	0.007248311
n	0.0006961102	0.0059017036	0.7423547	0.17930648	0.059723873	0.010925923	8.267375e-05	0.0010085455
a	0.39824432	0.01558515	0.053231373	0.22244729	0.29875544	0.010833662	0.00061653607	0.00028620096
n	0.000394468	0.0014708787	0.01556141	0.5550623	0.34646422	0.077791244	0.00019319828	0.0030622843
g	0.3447862	0.056724258	0.08378005	0.24189046	0.24745198	0.015910724	0.0006986782	0.008757681
r	0.4795143	0.07813178	0.24607794	0.13087116	0.031924553	0.018277572	0.0050169826	0.010185691
à	0.0051452615	0.017464466	0.01691633	0.018146114	0.6965962	0.19104126	0.0072119604	0.04747837
m	0.0022524986	0.0026525876	0.0045961374	0.21698773	0.29955345	0.45072535	0.012321167	0.010911054
m	0.0154708335	0.009089869	0.014153008	0.04407394	0.5584888	0.35261828	0.0035185772	0.002586686
a	0.01108944	0.028550731	0.0281768	0.02620417	0.73314905	0.17232785	0.00045502876	4.6977904e-05
a	0.000925652	0.0015030748	0.0025549515	0.018428834	0.12848628	0.80693585	0.0065383683	0.034627054
d	0.008877453	0.0014985796	0.004942892	0.015052874	0.01918927	0.8672759	0.04377096	0.03939208
r	0.057474535	0.08583651	0.020548971	0.022529159	0.04780599	0.3009046	0.26582915	0.19907114
e	0.0010119219	0.0046757697	0.007735347	0.010407122	0.031276185	0.35642457	0.2220477	0.36642137
f	0.0058539906	0.0050517856	0.008549065	0.012649773	0.0023105303	0.2909268	0.51399064	0.1606675
ù	0.040451307	0.025029002	0.00662924	0.02062763	0.02526682	0.27915773	0.50610363	0.09673469
m	0.0038888343	0.0040612705	0.008501094	0.007463657	0.0019234463	0.110198714	0.761232	0.102730975
m	0.0056066443	0.00086444133	0.0004648501	0.0019919646	0.0061740205	0.17121507	0.80722517	0.006457804
u	0.124285676	0.03596208	0.09908057	0.07185444	0.056315277	0.27896994	0.18714154	0.14639048
</S>	0.004558466	0.008175258	0.0121307615	0.0052242843	0.00060137647	0.0084180245	0.2815006	0.67939126
