 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a	0.926606	0.046053	0.00995225	0.00289107	0.0020334	0.00156482	0.00140298	0.00133928	0.00132131	0.00132287	0.00132434	0.00139235	0.00279653
n	0.477885	0.306168	0.0548012	0.0144754	0.00972992	0.00814266	0.00829128	0.0073882	0.00901104	0.0103833	0.0208934	0.0480419	0.0247891
ì	0.136688	0.360345	0.195428	0.0161739	0.0132005	0.016574	0.0123022	0.0102313	0.00998022	0.00823276	0.0206648	0.0881928	0.111987
c	0.114481	0.619429	0.178496	0.0207188	0.0153549	0.0103327	0.00403799	0.00220809	0.00260172	0.00305225	0.00474218	0.0137118	0.0108342
h	0.0636619	0.32762	0.320095	0.116019	0.0375459	0.0303675	0.0201954	0.0133016	0.00564669	0.00387324	0.004788	0.0220054	0.0348802
e	0.110299	0.124486	0.131783	0.294712	0.130751	0.0388843	0.0275034	0.0261286	0.0166503	0.0168056	0.0328025	0.032863	0.0163307
n	0.0582152	0.130112	0.294728	0.143231	0.0762655	0.0668587	0.0269671	0.0276071	0.0195737	0.0184364	0.0272419	0.0493294	0.0614343
d	0.0331344	0.0596308	0.138411	0.290028	0.14365	0.0617903	0.0466459	0.0506706	0.0153563	0.0132865	0.0294763	0.0505201	0.0674006
i	0.0336225	0.0383008	0.0613046	0.238118	0.199764	0.0927324	0.0797114	0.0799629	0.0173396	0.0149155	0.0302965	0.0534025	0.0605287
s	0.0330776	0.0499117	0.0845398	0.345626	0.129631	0.056992	0.0469075	0.03926	0.0227182	0.0155365	0.0279491	0.0586774	0.0891735
ò	0.0262591	0.0324026	0.0418205	0.309382	0.19078	0.0508054	0.0595126	0.0455435	0.03388	0.0206637	0.0231054	0.0485068	0.117338
n	0.0202567	0.0493	0.0796608	0.333703	0.215018	0.0578539	0.0446949	0.0480493	0.0280365	0.0189178	0.00797257	0.0168261	0.0797108
t	0.00808814	0.0167657	0.0421217	0.202247	0.204702	0.110519	0.0857742	0.144182	0.0205042	0.0109383	0.013384	0.0161201	0.124654
a	0.0111624	0.0122852	0.0139605	0.172556	0.256808	0.151102	0.112202	0.134275	0.0232595	0.0101143	0.0159031	0.0206008	0.0657715
o	0.0116188	0.014536	0.0168292	0.165403	0.227234	0.186982	0.114319	0.158816	0.0218688	0.0115853	0.00780836	0.0192497	0.0437507
a	0.0111351	0.0118305	0.012483	0.101273	0.183665	0.205468	0.14667	0.205364	0.0263704	0.0156336	0.00820542	0.0152366	0.0566645
d	0.0116135	0.0124829	0.0131092	0.0815239	0.148744	0.217039	0.148921	0.195321	0.0342001	0.0224318	0.0109401	0.0160927	0.0875812
e	0.00353524	0.00389992	0.00604314	0.0717015	0.102135	0.135043	0.168329	0.170039	0.0642926	0.0432324	0.0838169	0.0483724	0.09956
