 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.99210066	0.002319158	0.0006600711	0.00019294888	0.0003368312	0.00051999756	0.0021850287	0.00168539
g	0.87495536	0.10941501	0.0042483043	0.0014356684	0.0005854025	0.00087016914	0.0011983544	0.0072917114
r	0.9229242	0.045680698	0.005457181	0.000801819	0.00037523956	0.0019285665	0.0098481625	0.01298397
a	0.019166868	0.9213831	0.003083437	0.014640885	0.014333859	0.00822522	0.01881111	0.0003555934
t	0.17144422	0.27819294	0.260551	0.009701974	0.032640215	0.08641407	0.16020326	0.0008522654
s	0.008136938	0.84579396	0.088631555	0.004248737	0.0047874255	0.027247358	0.014951797	0.0062022135
a	0.0039442745	0.7686369	0.022008924	0.13107768	0.029637067	0.020344535	0.020327909	0.0040226798
è	0.106203236	0.0659404	0.6011947	0.020663386	0.041438125	0.044747006	0.119268484	0.0005446466
n	0.06127633	0.0007578052	0.7022506	0.008115926	0.031531848	0.03975913	0.13980584	0.01650251
a	0.0021264576	0.0067750174	0.85925144	0.052192517	0.051107556	0.013942559	0.011979836	0.0026247245
n	0.025437763	0.019634278	0.3340021	0.019545928	0.27682248	0.1247425	0.19209829	0.0077166045
g	0.0029926018	0.032021895	0.36260334	0.29430452	0.18191978	0.08203181	0.03530093	0.008825097
r	0.0054710824	0.049246743	0.060671408	0.4588732	0.32339582	0.05445995	0.039321534	0.008560302
à	0.0011923998	0.019383904	0.01271114	0.699888	0.21547922	0.020411467	0.007095546	0.023838386
m	0.0016190377	0.0021599804	0.01356108	0.04344921	0.8558704	0.06537513	0.017606221	0.00035882977
m	0.00021697924	0.00019396158	0.016530227	0.1958556	0.68532455	0.044576123	0.05280144	0.0045010736
a	0.000888702	0.00043880977	0.0060817134	0.04479743	0.8460825	0.061507013	0.03459605	0.0056077302
a	0.013177871	0.010134623	0.03728684	0.01918067	0.5115452	0.30766678	0.097282454	0.0037256358
d	0.061416306	0.011392724	0.020907423	0.0015296207	0.05225287	0.13202073	0.70986646	0.010613866
r	0.0014129136	0.016834894	0.00090344786	0.0032358326	0.17310974	0.58604956	0.21628238	0.0021711458
e	0.0021318158	0.0008659045	0.00423633	0.0017727247	0.65276223	0.18523702	0.15194084	0.0010532129
f	0.0055862246	0.005889432	0.00943439	0.0066926	0.08244936	0.5119266	0.37458116	0.0034402995
ù	0.00011592835	0.011344919	0.00012065637	0.004635704	0.042417634	0.63976806	0.2287845	0.0728126
m	0.007345287	0.0007585461	0.0030421177	0.0011682109	0.009582582	0.7973154	0.1797449	0.0010428597
m	0.00016175416	0.00017118778	0.00030625192	0.0026680452	0.030403478	0.39287	0.568471	0.004948254
u	0.0015019305	0.00029130222	0.0014119695	0.00401157	0.057876978	0.67253274	0.24252962	0.019843899
</S>	0.049081057	0.022089634	0.11594309	0.13211575	0.0777768	0.29139265	0.30275258	0.008848492
