 	non	aveva	dove	a	stare	</S>
e	5.4686e-06	6.42278e-06	9.12461e-06	0.000250743	0.233341	0.766387
n	0.581347	0.387615	0.0300595	0.000831853	6.64119e-05	8.09898e-05
ì	0.0149224	0.451078	0.530167	0.00319898	0.000389232	0.000244199
c	0.113987	0.622059	0.255828	0.00705882	0.000706049	0.000361503
h	0.0286211	0.254736	0.698508	0.0137977	0.0038582	0.000479168
e	0.0222377	0.416585	0.507067	0.0427782	0.00275675	0.00857534
p	0.000990638	0.151296	0.83803	0.00894788	7.8276e-05	0.000656464
u	0.00279724	0.182886	0.604522	0.0556599	0.149557	0.00457757
s	0.005439	0.208319	0.732165	0.037822	0.00523765	0.0110172
t	0.00576054	0.227264	0.439444	0.0619719	0.247154	0.0184068
a	0.00665157	0.0229582	0.00807015	0.0388684	0.921337	0.00211451
s	0.00227171	0.0960299	0.6254	0.0951988	0.0160823	0.165017
ì	0.00999214	0.188683	0.74581	0.0212167	0.0299025	0.0043951
</S>	0.000536454	0.00980404	0.0591702	0.0694182	0.28772	0.573351
